SetID,Date,Time,Contact,Direction,Message
4,2026-01-06,08:53,Aarav,Sent,Can you pick up milk?
4,2026-01-06,09:10,Dad,Received,Sounds good!
4,2026-01-06,09:34,Karan,Sent,Can you pick up milk?
4,2026-01-06,10:56,Rahul,Received,Let's meet at 6.
4,2026-01-06,12:08,Rahul,Sent,I'm outside.
4,2026-01-06,13:05,Karan,Sent,Can you send the notes?
4,2026-01-06,13:39,Ankit,Received,Can you send the notes?
4,2026-01-06,14:11,Aarav,Sent,Running late by 10 mins.
4,2026-01-06,14:14,Rahul,Sent,Have lunch?
4,2026-01-06,15:21,Rohan,Received,Call me when free.
4,2026-01-06,15:46,Unknown,Received,Meeting started.
4,2026-01-06,15:57,Office,Received,Okay.
4,2026-01-06,16:56,Rahul,Sent,Thanks!
4,2026-01-06,17:31,Neha,Sent,I'll call later.
4,2026-01-06,18:32,Boss,Received,Okay.
4,2026-01-06,19:37,Unknown,Received,Good morning 😊
4,2026-01-06,19:54,Priya,Received,Can you send the notes?
4,2026-01-06,20:30,Sister,Sent,Okay.
4,2026-01-06,20:33,Rahul,Received,Good morning 😊
4,2026-01-06,21:32,Unknown,Received,Thanks!
4,2026-01-06,21:56,Priya,Sent,Sounds good!
4,2026-01-06,23:24,Neha,Sent,I'll call later.
4,2026-01-06,23:44,Boss,Sent,Have lunch?
5,2026-01-06,09:07,Ankit,Received,Traffic is bad.
5,2026-01-06,10:29,Unknown,Received,Sounds good!
5,2026-01-06,10:55,Neha,Received,Sounds good!
5,2026-01-06,12:20,Priya,Sent,Running late by 10 mins.
5,2026-01-06,12:26,Rahul,Sent,Sounds good!
5,2026-01-06,13:06,Rohan,Received,Done.
5,2026-01-06,13:25,Ankit,Received,See you tomorrow.
5,2026-01-06,13:43,Priya,Sent,Call me when free.
5,2026-01-06,14:32,Rahul,Sent,Good morning 😊
5,2026-01-06,14:47,Sister,Received,Reached home.
5,2026-01-06,14:51,Neha,Sent,Sounds good!
5,2026-01-06,16:12,Office,Received,Sounds good!
5,2026-01-06,16:27,Aarav,Sent,Done.
5,2026-01-06,17:51,Office,Sent,I'll call later.
5,2026-01-06,19:08,Rahul,Received,Running late by 10 mins.
5,2026-01-06,20:25,Neha,Received,Can you pick up milk?
5,2026-01-06,21:41,Karan,Received,Sounds good!
5,2026-01-06,22:45,Neha,Received,Where are you?
5,2026-01-06,23:45,Unknown,Sent,Sounds good!
5,2026-01-07,00:04,Aarav,Received,Reached home.
5,2026-01-07,01:31,Neha,Received,Can you pick up milk?
5,2026-01-07,02:55,Priya,Sent,See you tomorrow.
5,2026-01-07,03:00,Priya,Sent,Where are you?
5,2026-01-07,04:20,Aarav,Received,Let's meet at 6.
5,2026-01-07,05:17,Aarav,Received,Good night.
5,2026-01-07,05:43,Mom,Sent,Sounds good!
5,2026-01-07,07:00,Karan,Sent,Where are you?
5,2026-01-07,07:33,Mom,Received,See you tomorrow.
5,2026-01-07,08:18,Priya,Received,Good night.
5,2026-01-07,09:31,Dad,Received,Sounds good!
5,2026-01-07,10:21,Karan,Sent,No problem.
5,2026-01-07,11:17,Aarav,Received,Let's meet at 6.
5,2026-01-07,12:04,Ankit,Sent,Where are you?
5,2026-01-07,13:01,Rahul,Received,I'll call later.
5,2026-01-07,13:17,Mom,Received,On my way.
5,2026-01-07,14:38,Karan,Sent,Good night.
5,2026-01-07,14:48,Aarav,Sent,Thanks!
5,2026-01-07,15:32,Rahul,Sent,Can you send the notes?
5,2026-01-07,16:04,Priya,Sent,I'll call later.
5,2026-01-07,16:08,Mom,Sent,Meeting started.
5,2026-01-07,16:37,Unknown,Received,Traffic is bad.
5,2026-01-07,16:56,Karan,Sent,Can you pick up milk?
5,2026-01-07,17:59,Sister,Sent,Okay.
5,2026-01-07,18:55,Dad,Received,Call me when free.
5,2026-01-07,20:21,Karan,Received,Call me when free.
5,2026-01-07,20:41,Unknown,Sent,Traffic is bad.
5,2026-01-07,21:00,Priya,Sent,Let's meet at 6.
5,2026-01-07,21:23,Dad,Received,I'm outside.
5,2026-01-07,22:04,Dad,Sent,Let's meet at 6.
5,2026-01-07,22:06,Rahul,Received,Good morning 😊
6,2026-01-07,08:27,Meera,Sent,Sounds good!
6,2026-01-07,09:27,Neha,Sent,Call me when free.
6,2026-01-07,10:29,Boss,Sent,I'll call later.
6,2026-01-07,11:21,Priya,Received,Done.
6,2026-01-07,12:04,Ankit,Received,Traffic is bad.
6,2026-01-07,13:21,Ankit,Sent,Meeting started.
6,2026-01-07,13:36,Unknown,Sent,Thanks!
6,2026-01-07,14:39,Office,Sent,I'll call later.
6,2026-01-07,14:56,Boss,Received,Thanks!
6,2026-01-07,15:29,Dad,Sent,I'm outside.
6,2026-01-07,16:45,Rohan,Received,Thanks!
6,2026-01-07,17:27,Rahul,Received,Done.
6,2026-01-07,17:39,Priya,Sent,Meeting started.
6,2026-01-07,18:31,Neha,Received,Sounds good!
6,2026-01-07,18:37,Rohan,Sent,Done.
6,2026-01-07,19:38,Rahul,Sent,I'll call later.
6,2026-01-07,19:49,Priya,Sent,Where are you?
6,2026-01-07,20:56,Boss,Received,Thanks!
6,2026-01-07,21:38,Aarav,Received,Call me when free.
6,2026-01-07,22:31,Neha,Sent,Have lunch?
6,2026-01-07,23:30,Meera,Sent,On my way.
6,2026-01-08,00:09,Ankit,Sent,Let's meet at 6.
6,2026-01-08,01:07,Office,Sent,Done.
6,2026-01-08,01:48,Rohan,Sent,Let's meet at 6.
6,2026-01-08,02:46,Priya,Sent,Reached home.
6,2026-01-08,03:34,Rohan,Sent,Have lunch?
6,2026-01-08,05:01,Boss,Sent,Running late by 10 mins.
6,2026-01-08,06:01,Boss,Sent,On my way.
6,2026-01-08,07:13,Aarav,Sent,Thanks!
6,2026-01-08,07:37,Meera,Sent,Reached home.
6,2026-01-08,07:50,Priya,Received,Can you pick up milk?
6,2026-01-08,09:17,Boss,Received,Where are you?
6,2026-01-08,10:47,Office,Received,Okay.
6,2026-01-08,10:52,Boss,Received,Running late by 10 mins.
6,2026-01-08,12:15,Office,Received,Meeting started.
6,2026-01-08,13:30,Mom,Sent,Where are you?
6,2026-01-08,13:57,Rohan,Sent,Can you pick up milk?
6,2026-01-08,14:01,Office,Sent,See you tomorrow.
6,2026-01-08,15:21,Unknown,Received,Done.
6,2026-01-08,15:41,Meera,Sent,Let's meet at 6.
6,2026-01-08,16:57,Unknown,Received,Call me when free.
6,2026-01-08,17:25,Neha,Sent,Running late by 10 mins.
6,2026-01-08,18:05,Unknown,Received,Reached home.
6,2026-01-08,19:23,Boss,Received,I'll call later.
6,2026-01-08,19:53,Priya,Received,Okay.
6,2026-01-08,21:07,Ankit,Received,Good morning 😊
6,2026-01-08,21:22,Rahul,Sent,Running late by 10 mins.
6,2026-01-08,21:29,Priya,Sent,Where are you?
6,2026-01-08,22:04,Office,Received,Where are you?
6,2026-01-08,23:20,Dad,Sent,Done.
7,2026-01-08,09:08,Karan,Sent,Running late by 10 mins.
7,2026-01-08,10:11,Aarav,Received,Good morning 😊
7,2026-01-08,11:00,Neha,Received,I'm outside.
7,2026-01-08,11:07,Dad,Sent,See you tomorrow.
7,2026-01-08,11:41,Priya,Received,Let's meet at 6.
7,2026-01-08,12:43,Rohan,Sent,See you tomorrow.
7,2026-01-08,14:12,Unknown,Received,Have lunch?
7,2026-01-08,14:59,Meera,Received,Can you pick up milk?
7,2026-01-08,15:08,Sister,Sent,Good night.
7,2026-01-08,16:20,Aarav,Received,Can you pick up milk?
7,2026-01-08,16:30,Rohan,Received,Okay.
7,2026-01-08,16:47,Aarav,Received,Good morning 😊
7,2026-01-08,17:07,Rahul,Received,Call me when free.
7,2026-01-08,18:29,Meera,Sent,Good morning 😊
7,2026-01-08,18:40,Office,Sent,Sounds good!
7,2026-01-08,19:37,Mom,Received,Where are you?
7,2026-01-08,20:44,Priya,Sent,Running late by 10 mins.
7,2026-01-08,21:52,Aarav,Sent,Reached home.
7,2026-01-08,23:16,Karan,Sent,Traffic is bad.
7,2026-01-08,23:38,Meera,Sent,Let's meet at 6.
7,2026-01-09,00:23,Mom,Sent,Can you pick up milk?
7,2026-01-09,01:13,Neha,Sent,See you tomorrow.
7,2026-01-09,01:21,Aarav,Received,Let's meet at 6.
7,2026-01-09,02:29,Dad,Received,I'm outside.
7,2026-01-09,02:39,Meera,Sent,On my way.
7,2026-01-09,03:51,Karan,Sent,Good morning 😊
7,2026-01-09,04:12,Rahul,Received,Meeting started.
7,2026-01-09,05:06,Unknown,Sent,Reached home.
7,2026-01-09,05:37,Dad,Sent,On my way.
7,2026-01-09,06:28,Meera,Sent,Running late by 10 mins.
7,2026-01-09,07:36,Meera,Sent,Done.
7,2026-01-09,08:54,Mom,Received,I'll call later.
7,2026-01-09,10:05,Unknown,Received,Done.
7,2026-01-09,10:18,Aarav,Received,Can you pick up milk?
7,2026-01-09,10:50,Dad,Received,Good morning 😊
7,2026-01-09,11:56,Priya,Received,See you tomorrow.
7,2026-01-09,12:43,Aarav,Received,Okay.
7,2026-01-09,14:06,Mom,Received,Call me when free.
7,2026-01-09,15:07,Ankit,Received,Traffic is bad.
7,2026-01-09,15:56,Neha,Received,No problem.
7,2026-01-09,16:07,Ankit,Received,On my way.
7,2026-01-09,16:32,Office,Received,Good night.
7,2026-01-09,17:31,Ankit,Received,Done.
7,2026-01-09,18:20,Boss,Received,Let's meet at 6.
7,2026-01-09,19:35,Unknown,Received,Good night.
7,2026-01-09,19:47,Rohan,Received,Let's meet at 6.
7,2026-01-09,20:14,Meera,Sent,Running late by 10 mins.
7,2026-01-09,21:26,Neha,Received,Reached home.
7,2026-01-09,22:29,Meera,Sent,I'll call later.
7,2026-01-09,23:13,Mom,Sent,I'll call later.
8,2026-01-09,09:22,Ankit,Received,Can you send the notes?
8,2026-01-09,10:10,Meera,Sent,Reached home.
8,2026-01-09,10:59,Rahul,Sent,Where are you?
8,2026-01-09,11:59,Mom,Sent,Sounds good!
8,2026-01-09,12:04,Dad,Sent,Running late by 10 mins.
8,2026-01-09,12:34,Karan,Received,Where are you?
8,2026-01-09,12:48,Meera,Sent,Traffic is bad.
8,2026-01-09,13:54,Mom,Sent,I'm outside.
8,2026-01-09,15:02,Meera,Sent,Where are you?
8,2026-01-09,16:29,Dad,Received,No problem.
8,2026-01-09,16:59,Sister,Sent,Can you pick up milk?
8,2026-01-09,17:24,Boss,Sent,Call me when free.
8,2026-01-09,18:26,Rahul,Received,Let's meet at 6.
8,2026-01-09,18:39,Rahul,Received,Have lunch?
8,2026-01-09,19:27,Neha,Sent,Reached home.
8,2026-01-09,19:31,Rahul,Received,No problem.
8,2026-01-09,20:41,Rahul,Received,Can you send the notes?
8,2026-01-09,20:47,Unknown,Received,Good night.
8,2026-01-09,20:51,Neha,Received,Let's meet at 6.
8,2026-01-09,21:50,Rohan,Received,Thanks!
8,2026-01-09,21:55,Office,Sent,Where are you?
8,2026-01-09,22:53,Mom,Received,Sounds good!
8,2026-01-09,23:53,Rahul,Sent,Have lunch?
8,2026-01-10,01:15,Meera,Received,No problem.
8,2026-01-10,02:41,Neha,Received,Traffic is bad.
8,2026-01-10,03:29,Meera,Received,Good morning 😊
8,2026-01-10,04:49,Rohan,Received,Traffic is bad.
8,2026-01-10,05:31,Ankit,Received,Good night.
8,2026-01-10,05:58,Meera,Sent,I'm outside.
8,2026-01-10,07:19,Mom,Sent,See you tomorrow.
8,2026-01-10,07:33,Meera,Received,Can you send the notes?
8,2026-01-10,07:45,Rohan,Received,No problem.
8,2026-01-10,08:00,Rohan,Sent,Traffic is bad.
8,2026-01-10,08:37,Boss,Received,On my way.
8,2026-01-10,09:39,Rohan,Sent,Traffic is bad.
8,2026-01-10,10:26,Aarav,Received,Reached home.
8,2026-01-10,10:33,Karan,Received,Call me when free.
8,2026-01-10,11:42,Sister,Received,Where are you?
8,2026-01-10,13:07,Aarav,Sent,Can you send the notes?
8,2026-01-10,14:09,Dad,Received,On my way.
8,2026-01-10,14:11,Unknown,Received,Can you pick up milk?
8,2026-01-10,15:33,Dad,Received,I'm outside.
8,2026-01-10,16:02,Rahul,Received,Let's meet at 6.
8,2026-01-10,16:46,Dad,Received,I'm outside.
8,2026-01-10,17:43,Office,Sent,Can you send the notes?
8,2026-01-10,19:10,Aarav,Sent,Good morning 😊
8,2026-01-10,20:16,Rohan,Received,I'm outside.
8,2026-01-10,20:54,Priya,Received,Call me when free.
8,2026-01-10,21:13,Unknown,Sent,Done.
8,2026-01-10,21:33,Mom,Received,Call me when free.
9,2026-01-10,08:13,Dad,Sent,I'm outside.
9,2026-01-10,08:57,Meera,Received,I'll call later.
9,2026-01-10,10:17,Office,Sent,Call me when free.
9,2026-01-10,10:56,Dad,Sent,I'm outside.
9,2026-01-10,11:27,Rohan,Sent,Thanks!
9,2026-01-10,12:50,Boss,Sent,Have lunch?
9,2026-01-10,13:40,Karan,Received,Thanks!
9,2026-01-10,14:37,Rohan,Received,Good night.
9,2026-01-10,15:55,Neha,Sent,Can you pick up milk?
9,2026-01-10,16:20,Unknown,Received,Good night.
9,2026-01-10,17:02,Neha,Sent,Good night.
9,2026-01-10,17:51,Rahul,Received,Can you send the notes?
9,2026-01-10,18:43,Meera,Sent,Let's meet at 6.
9,2026-01-10,18:59,Boss,Received,Reached home.
9,2026-01-10,19:18,Ankit,Sent,Where are you?
9,2026-01-10,20:21,Neha,Sent,Can you pick up milk?
9,2026-01-10,21:06,Rohan,Received,Can you send the notes?
9,2026-01-10,21:36,Meera,Received,See you tomorrow.
9,2026-01-10,22:38,Meera,Sent,Can you send the notes?
9,2026-01-10,23:58,Boss,Sent,No problem.
9,2026-01-11,00:28,Ankit,Sent,Reached home.
9,2026-01-11,01:44,Meera,Sent,Let's meet at 6.
9,2026-01-11,02:15,Karan,Received,Call me when free.
9,2026-01-11,03:18,Mom,Received,Sounds good!
9,2026-01-11,04:01,Aarav,Received,Traffic is bad.
9,2026-01-11,04:09,Karan,Received,Good morning 😊
9,2026-01-11,04:42,Neha,Sent,Have lunch?
9,2026-01-11,05:16,Rahul,Received,Good morning 😊
9,2026-01-11,05:45,Unknown,Sent,No problem.
9,2026-01-11,06:22,Boss,Sent,Thanks!
9,2026-01-11,06:56,Dad,Sent,Have lunch?
9,2026-01-11,07:59,Karan,Received,Where are you?
9,2026-01-11,09:23,Priya,Sent,Sounds good!
9,2026-01-11,10:25,Sister,Sent,No problem.
9,2026-01-11,11:49,Mom,Sent,No problem.
9,2026-01-11,12:45,Unknown,Received,On my way.
9,2026-01-11,13:06,Unknown,Sent,Done.
9,2026-01-11,13:24,Ankit,Received,Have lunch?
9,2026-01-11,13:57,Office,Sent,Let's meet at 6.
9,2026-01-11,14:33,Rahul,Sent,On my way.
9,2026-01-11,15:16,Ankit,Sent,Reached home.
9,2026-01-11,16:18,Boss,Received,I'm outside.
9,2026-01-11,16:21,Karan,Sent,I'm outside.
9,2026-01-11,16:34,Rahul,Sent,Good night.
9,2026-01-11,16:56,Boss,Received,Can you send the notes?
9,2026-01-11,18:16,Aarav,Received,Reached home.
9,2026-01-11,18:59,Karan,Received,On my way.
9,2026-01-11,20:24,Meera,Sent,Good morning 😊
9,2026-01-11,20:27,Boss,Received,Let's meet at 6.
9,2026-01-11,21:06,Aarav,Sent,Good night.
10,2026-01-11,08:35,Aarav,Sent,I'll call later.
10,2026-01-11,09:30,Unknown,Sent,Traffic is bad.
10,2026-01-11,10:59,Dad,Sent,Can you pick up milk?
10,2026-01-11,11:48,Meera,Received,Okay.
10,2026-01-11,11:55,Rohan,Sent,Have lunch?
10,2026-01-11,12:20,Priya,Sent,No problem.
10,2026-01-11,12:41,Dad,Sent,Have lunch?
10,2026-01-11,13:58,Karan,Received,Good morning 😊
10,2026-01-11,14:09,Dad,Received,I'll call later.
10,2026-01-11,14:23,Priya,Received,See you tomorrow.
10,2026-01-11,14:46,Aarav,Sent,No problem.
10,2026-01-11,16:13,Boss,Received,I'll call later.
10,2026-01-11,16:41,Office,Sent,Call me when free.
10,2026-01-11,17:39,Aarav,Sent,Traffic is bad.
10,2026-01-11,18:31,Unknown,Sent,I'll call later.
10,2026-01-11,18:35,Unknown,Sent,Let's meet at 6.
10,2026-01-11,18:52,Office,Sent,Traffic is bad.
10,2026-01-11,19:27,Dad,Sent,Meeting started.
10,2026-01-11,19:50,Aarav,Received,Thanks!
10,2026-01-11,21:04,Karan,Received,Running late by 10 mins.
10,2026-01-11,21:23,Priya,Received,Let's meet at 6.
10,2026-01-11,22:17,Ankit,Received,No problem.
10,2026-01-11,23:32,Karan,Sent,On my way.
10,2026-01-11,23:56,Dad,Sent,Running late by 10 mins.
10,2026-01-12,00:17,Dad,Sent,Reached home.
10,2026-01-12,01:16,Rahul,Sent,Meeting started.
10,2026-01-12,01:30,Office,Sent,I'm outside.
10,2026-01-12,02:35,Priya,Received,Reached home.
10,2026-01-12,02:43,Mom,Sent,Good morning 😊
10,2026-01-12,03:30,Boss,Received,Thanks!
10,2026-01-12,03:52,Karan,Sent,Good night.
10,2026-01-12,04:00,Ankit,Received,Running late by 10 mins.
10,2026-01-12,05:13,Aarav,Received,Good night.
10,2026-01-12,05:59,Meera,Received,I'm outside.
10,2026-01-12,06:02,Dad,Sent,Good night.
10,2026-01-12,06:42,Meera,Received,Thanks!
10,2026-01-12,07:34,Neha,Sent,Running late by 10 mins.
10,2026-01-12,08:15,Boss,Received,Done.
10,2026-01-12,08:58,Meera,Received,On my way.
10,2026-01-12,10:27,Mom,Sent,No problem.
10,2026-01-12,10:35,Boss,Sent,Good night.
10,2026-01-12,11:44,Neha,Sent,No problem.
10,2026-01-12,12:03,Ankit,Sent,Thanks!
10,2026-01-12,12:47,Neha,Sent,Done.
10,2026-01-12,13:16,Unknown,Sent,No problem.
10,2026-01-12,13:55,Unknown,Sent,I'll call later.
10,2026-01-12,14:58,Unknown,Sent,Call me when free.
10,2026-01-12,15:18,Office,Sent,I'm outside.
